,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU,Valor m2,Tipo Agregado
10060,Apartamento,Copacabana,4,2,0,140,4000.0,2000.0,226.0,28.57,Apartamento
10061,Apartamento,Copacabana,1,1,0,34,3000.0,730.0,54.0,88.24,Apartamento
10062,Apartamento,Tijuca,3,1,1,88,2000.0,700.0,135.0,22.73,Apartamento
10063,Apartamento,Lagoa,3,2,2,119,4800.0,1800.0,0.0,40.34,Apartamento
10064,Apartamento,Copacabana,3,1,1,150,7000.0,2400.0,500.0,46.67,Apartamento
10065,Apartamento,Tijuca,1,0,1,46,1400.0,320.0,21.0,30.43,Apartamento
10066,Apartamento,Ipanema,3,2,1,95,5700.0,1350.0,250.0,60.0,Apartamento
10067,Apartamento,Laranjeiras,3,2,2,147,7000.0,2114.0,456.0,47.62,Apartamento
10068,Apartamento,Leblon,1,0,0,50,3000.0,460.0,95.0,60.0,Apartamento
10069,Apartamento,Leblon,3,1,0,140,5800.0,1198.0,417.0,41.43,Apartamento
10070,Apartamento,Copacabana,3,2,1,156,3900.0,1544.0,320.0,25.0,Apartamento
10071,Apartamento,Tijuca,2,1,1,85,1800.0,610.0,115.0,21.18,Apartamento
10072,Apartamento,Barra da Tijuca,1,1,0,72,1600.0,1000.0,200.0,22.22,Apartamento
10073,Apartamento,Copacabana,3,0,1,160,5000.0,800.0,190.0,31.25,Apartamento
10074,Apartamento,Ipanema,3,1,1,170,5000.0,2300.0,460.0,29.41,Apartamento
10075,Apartamento,Barra da Tijuca,2,1,0,52,1300.0,675.0,97.0,25.0,Apartamento
10076,Apartamento,Engenho Novo,2,0,0,46,900.0,320.0,13.0,19.57,Apartamento
10077,Apartamento,Freguesia (Jacarepaguá),2,1,0,62,1200.0,345.0,27.0,19.35,Apartamento
10078,Apartamento,Leblon,2,1,0,85,4500.0,1200.0,170.0,52.94,Apartamento
10079,Apartamento,Barra da Tijuca,3,2,1,223,7000.0,2349.0,0.0,31.39,Apartamento
10080,Apartamento,Barra da Tijuca,1,1,1,82,1600.0,1396.0,241.0,19.51,Apartamento
10081,Apartamento,Rio Comprido,3,1,0,120,1700.0,700.0,83.0,14.17,Apartamento
10082,Apartamento,Copacabana,1,0,1,48,1500.0,680.0,0.0,31.25,Apartamento
10083,Apartamento,Lagoa,3,1,0,105,4200.0,1244.0,290.0,40.0,Apartamento
10084,Apartamento,Copacabana,1,0,0,39,1600.0,500.0,71.0,41.03,Apartamento
10085,Apartamento,Jacarepaguá,2,1,0,64,1500.0,622.0,60.0,23.44,Apartamento
10086,Apartamento,Barra da Tijuca,2,2,1,110,3500.0,800.0,250.0,31.82,Apartamento
10087,Apartamento,Barra da Tijuca,1,2,0,71,2900.0,1412.0,0.0,40.85,Apartamento
10088,Apartamento,Maracanã,2,0,0,85,2500.0,450.0,83.0,29.41,Apartamento
10089,Apartamento,Leblon,3,2,1,200,7500.0,3336.0,840.0,37.5,Apartamento
10090,Apartamento,Gávea,3,2,1,130,5500.0,1400.0,330.0,42.31,Apartamento
10091,Apartamento,Recreio dos Bandeirantes,2,1,1,75,1600.0,470.0,160.0,21.33,Apartamento
10092,Apartamento,Barra da Tijuca,2,1,1,85,2300.0,1100.0,1583.0,27.06,Apartamento
10093,Apartamento,Copacabana,3,0,1,110,2900.0,800.0,0.0,26.36,Apartamento
10094,Apartamento,Leblon,2,0,0,74,4000.0,640.0,211.0,54.05,Apartamento
10095,Apartamento,Vila Isabel,1,1,1,75,1300.0,671.0,100.0,17.33,Apartamento
10096,Apartamento,Botafogo,3,1,0,94,4500.0,1500.0,1400.0,47.87,Apartamento
10097,Apartamento,Recreio dos Bandeirantes,4,4,3,200,4500.0,1000.0,500.0,22.5,Apartamento
10098,Apartamento,Barra da Tijuca,1,1,1,65,2000.0,1550.0,350.0,30.77,Apartamento
10099,Apartamento,Recreio dos Bandeirantes,4,2,0,300,5000.0,1100.0,500.0,16.67,Apartamento
10100,Apartamento,Ipanema,3,1,1,140,7200.0,2900.0,5000.0,51.43,Apartamento
10101,Apartamento,Laranjeiras,1,0,0,25,900.0,450.0,30.0,36.0,Apartamento
10102,Apartamento,Copacabana,3,0,0,100,2500.0,1100.0,178.0,25.0,Apartamento
10103,Apartamento,Recreio dos Bandeirantes,3,0,3,200,3800.0,1500.0,3800.0,19.0,Apartamento
10104,Apartamento,Ipanema,2,1,1,90,3990.0,1000.0,85.0,44.33,Apartamento
10105,Apartamento,Glória,1,0,0,36,1200.0,638.0,56.0,33.33,Apartamento
10106,Apartamento,Recreio dos Bandeirantes,3,2,1,120,2100.0,998.0,0.0,17.5,Apartamento
10107,Apartamento,Barra da Tijuca,4,1,1,200,7000.0,1150.0,280.0,35.0,Apartamento
10108,Apartamento,Ipanema,2,1,0,83,4500.0,1200.0,130.0,54.22,Apartamento
10109,Apartamento,Cidade Nova,3,2,0,75,1900.0,600.0,16.0,25.33,Apartamento
10110,Apartamento,Barra da Tijuca,3,2,1,110,3000.0,1645.0,370.0,27.27,Apartamento
10111,Apartamento,Urca,1,0,0,38,2300.0,460.0,0.0,60.53,Apartamento
10112,Apartamento,Leblon,2,1,1,100,3400.0,1300.0,3500.0,34.0,Apartamento
10113,Apartamento,São Conrado,3,2,1,121,2000.0,1500.0,0.0,16.53,Apartamento
10114,Apartamento,Gávea,1,0,0,62,2900.0,450.0,120.0,46.77,Apartamento
10115,Apartamento,São Conrado,5,0,1,207,4500.0,2205.0,330.0,21.74,Apartamento
10116,Apartamento,Ipanema,3,0,0,118,4000.0,1070.0,2326.0,33.9,Apartamento
10117,Apartamento,Olaria,1,0,0,55,850.0,40.0,0.0,15.45,Apartamento
10118,Apartamento,Barra da Tijuca,2,1,1,80,2600.0,1478.0,151.0,32.5,Apartamento
10119,Apartamento,Tijuca,3,2,2,145,3100.0,880.0,0.0,21.38,Apartamento
10120,Apartamento,Copacabana,1,0,0,37,1500.0,560.0,24.0,40.54,Apartamento
10121,Apartamento,Ipanema,4,1,1,191,6500.0,2900.0,780.0,34.03,Apartamento
10122,Apartamento,Jacarepaguá,3,1,1,91,2600.0,1259.0,108.0,28.57,Apartamento
10123,Apartamento,Barra da Tijuca,3,2,1,140,3000.0,1799.0,533.0,21.43,Apartamento
10124,Apartamento,Barra da Tijuca,3,2,1,120,3000.0,1700.0,334.0,25.0,Apartamento
10125,Apartamento,Tijuca,3,0,0,85,1800.0,600.0,116.0,21.18,Apartamento
10126,Apartamento,Leblon,1,0,0,53,2900.0,730.0,195.0,54.72,Apartamento
10127,Apartamento,Recreio dos Bandeirantes,2,1,1,78,1500.0,770.0,110.0,19.23,Apartamento
10128,Apartamento,Botafogo,2,1,0,73,2800.0,860.0,96.0,38.36,Apartamento
10129,Apartamento,Barra da Tijuca,3,2,1,100,2300.0,1650.0,258.0,23.0,Apartamento
10130,Apartamento,Flamengo,1,0,0,60,2700.0,1000.0,200.0,45.0,Apartamento
10131,Apartamento,Barra da Tijuca,1,1,1,40,1300.0,630.0,12.0,32.5,Apartamento
10132,Apartamento,Ipanema,3,2,1,123,6500.0,2088.0,0.0,52.85,Apartamento
10133,Apartamento,Leblon,2,1,1,60,4700.0,968.0,0.0,78.33,Apartamento
10134,Apartamento,Usina,3,1,0,130,1900.0,700.0,118.0,14.62,Apartamento
10135,Apartamento,Lagoa,3,2,1,144,5500.0,2245.0,600.0,38.19,Apartamento
10136,Apartamento,Leblon,3,2,2,138,8500.0,1250.0,4700.0,61.59,Apartamento
10137,Apartamento,Irajá,2,1,0,69,1400.0,340.0,280.0,20.29,Apartamento
10138,Apartamento,Recreio dos Bandeirantes,4,2,2,153,2000.0,1534.0,387.0,13.07,Apartamento
10139,Apartamento,Copacabana,2,0,0,88,1800.0,1075.0,135.0,20.45,Apartamento
10140,Apartamento,Taquara,2,1,0,60,1200.0,505.0,77.0,20.0,Apartamento
10141,Apartamento,Barra da Tijuca,3,2,1,117,4500.0,1000.0,624.0,38.46,Apartamento
10142,Apartamento,Centro,0,0,0,32,700.0,358.0,21.0,21.88,Apartamento
10143,Apartamento,Copacabana,3,0,0,103,6000.0,780.0,240.0,58.25,Apartamento
10144,Apartamento,Tijuca,1,0,0,42,1600.0,550.0,20.0,38.1,Apartamento
10145,Apartamento,Vila Isabel,3,1,0,80,1800.0,600.0,72.0,22.5,Apartamento
10146,Apartamento,Todos os Santos,3,0,0,70,1000.0,340.0,15.0,14.29,Apartamento
10147,Apartamento,Cachambi,2,1,0,70,1300.0,550.0,0.0,18.57,Apartamento
10148,Apartamento,Barra da Tijuca,2,1,1,94,2200.0,1379.0,252.0,23.4,Apartamento
10149,Apartamento,Bento Ribeiro,2,1,0,53,900.0,510.0,0.0,16.98,Apartamento
10150,Apartamento,Flamengo,3,0,0,115,2700.0,728.0,223.0,23.48,Apartamento
10151,Apartamento,Barra da Tijuca,1,1,0,70,2800.0,1250.0,219.0,40.0,Apartamento
10152,Apartamento,Botafogo,3,2,1,118,3800.0,1149.0,0.0,32.2,Apartamento
10153,Apartamento,Recreio dos Bandeirantes,3,2,1,88,2100.0,397.0,0.0,23.86,Apartamento
10154,Apartamento,Copacabana,1,1,0,55,2100.0,1450.0,180.0,38.18,Apartamento
10155,Apartamento,Botafogo,1,0,0,22,830.0,599.0,29.0,37.73,Apartamento
10156,Apartamento,São Conrado,3,3,3,230,8500.0,2780.0,1369.0,36.96,Apartamento
10157,Apartamento,Catete,1,0,1,30,1600.0,455.0,29.0,53.33,Apartamento
10158,Apartamento,Recreio dos Bandeirantes,2,2,1,76,2200.0,878.0,168.0,28.95,Apartamento
10159,Apartamento,Gávea,3,1,0,109,3000.0,1500.0,238.0,27.52,Apartamento
10160,Apartamento,Recreio dos Bandeirantes,3,2,1,125,2300.0,700.0,0.0,18.4,Apartamento
10161,Apartamento,Ipanema,2,1,1,160,4000.0,1500.0,360.0,25.0,Apartamento
10162,Apartamento,Ipanema,3,1,1,194,7000.0,1827.0,610.0,36.08,Apartamento
10163,Apartamento,Barra da Tijuca,2,1,1,83,2200.0,1312.0,265.0,26.51,Apartamento
10164,Apartamento,Tijuca,3,1,0,110,1600.0,950.0,122.0,14.55,Apartamento
10165,Apartamento,Tijuca,3,1,1,100,3200.0,750.0,0.0,32.0,Apartamento
10166,Apartamento,Irajá,2,1,0,60,1210.0,280.0,0.0,20.17,Apartamento
10167,Apartamento,Barra da Tijuca,2,1,1,70,2500.0,950.0,100.0,35.71,Apartamento
10168,Apartamento,Barra da Tijuca,4,2,2,200,4700.0,2100.0,0.0,23.5,Apartamento
10169,Apartamento,Copacabana,1,0,0,60,2500.0,500.0,24.0,41.67,Apartamento
10170,Apartamento,Urca,2,0,0,70,2800.0,450.0,144.0,40.0,Apartamento
10171,Apartamento,Barra da Tijuca,3,4,1,216,5500.0,1700.0,595.0,25.46,Apartamento
10172,Apartamento,Flamengo,3,1,1,190,5500.0,1800.0,0.0,28.95,Apartamento
10173,Apartamento,Leblon,3,0,0,120,3800.0,950.0,207.0,31.67,Apartamento
10174,Apartamento,Barra da Tijuca,4,2,1,171,7500.0,2300.0,480.0,43.86,Apartamento
10175,Apartamento,Copacabana,1,0,0,35,2500.0,500.0,0.0,71.43,Apartamento
10176,Apartamento,Tijuca,1,1,0,62,1600.0,690.0,25.0,25.81,Apartamento
10177,Apartamento,Campinho,2,0,0,50,850.0,300.0,0.0,17.0,Apartamento
10178,Apartamento,Jacarepaguá,2,1,1,65,2500.0,665.0,50.0,38.46,Apartamento
10179,Apartamento,Cacuia,1,0,0,37,800.0,200.0,24.0,21.62,Apartamento
10180,Apartamento,Freguesia (Jacarepaguá),2,1,0,48,1150.0,371.0,0.0,23.96,Apartamento
10181,Apartamento,Ipanema,1,0,1,45,1500.0,970.0,0.0,33.33,Apartamento
10182,Apartamento,Flamengo,3,1,1,175,4000.0,1200.0,200.0,22.86,Apartamento
10183,Apartamento,São Conrado,4,2,1,187,6000.0,2380.0,290.0,32.09,Apartamento
10184,Apartamento,Barra da Tijuca,3,2,3,120,3000.0,1900.0,377.0,25.0,Apartamento
10185,Apartamento,Taquara,2,1,1,60,1200.0,580.0,0.0,20.0,Apartamento
10186,Apartamento,Flamengo,2,0,0,60,3200.0,533.0,120.0,53.33,Apartamento
10187,Apartamento,Freguesia (Jacarepaguá),2,0,0,60,1200.0,280.0,0.0,20.0,Apartamento
10188,Apartamento,Recreio dos Bandeirantes,2,2,1,177,1300.0,1230.0,220.0,7.34,Apartamento
10189,Apartamento,Recreio dos Bandeirantes,3,2,1,110,3000.0,854.0,240.0,27.27,Apartamento
10190,Apartamento,Leblon,4,1,2,220,7800.0,1980.0,490.0,35.45,Apartamento
10191,Apartamento,Recreio dos Bandeirantes,3,2,1,110,2000.0,766.0,291.0,18.18,Apartamento
10192,Apartamento,Copacabana,3,0,1,120,6500.0,1050.0,165.0,54.17,Apartamento
10193,Apartamento,Botafogo,2,1,0,84,4230.0,1140.0,0.0,50.36,Apartamento
10194,Apartamento,Copacabana,2,1,2,160,6500.0,6500.0,500.0,40.62,Apartamento
10195,Apartamento,Leblon,3,2,1,120,5700.0,1871.0,560.0,47.5,Apartamento
10196,Apartamento,Barra da Tijuca,2,1,1,82,2500.0,1250.0,2400.0,30.49,Apartamento
10197,Apartamento,Botafogo,3,2,1,108,2800.0,1155.0,261.0,25.93,Apartamento
10198,Apartamento,Barra da Tijuca,3,4,3,500,7000.0,750.0,9000.0,14.0,Apartamento
10199,Apartamento,Barra da Tijuca,2,1,1,74,2300.0,950.0,65.0,31.08,Apartamento
10200,Apartamento,Jardim Botânico,3,1,1,90,3900.0,950.0,22190.0,43.33,Apartamento
10201,Apartamento,Barra da Tijuca,2,1,1,78,2500.0,1030.0,74.0,32.05,Apartamento
10202,Apartamento,Barra da Tijuca,2,1,1,72,2000.0,1200.0,2500.0,27.78,Apartamento
10203,Apartamento,Ipanema,2,1,0,81,4000.0,1207.0,300.0,49.38,Apartamento
10204,Apartamento,Ipanema,3,2,1,150,6300.0,2200.0,495.0,42.0,Apartamento
10205,Apartamento,Abolição,2,0,0,45,1200.0,65.0,10.0,26.67,Apartamento
10206,Apartamento,Barra da Tijuca,3,2,1,175,2400.0,1600.0,450.0,13.71,Apartamento
10207,Apartamento,Leblon,4,2,1,135,7500.0,1250.0,366.0,55.56,Apartamento
10208,Apartamento,Barra da Tijuca,2,1,1,68,2500.0,1500.0,85.0,36.76,Apartamento
10209,Apartamento,Barra da Tijuca,3,3,3,160,8500.0,2200.0,0.0,53.12,Apartamento
10210,Apartamento,Méier,2,0,0,79,1200.0,397.0,50.0,15.19,Apartamento
10211,Apartamento,Copacabana,1,0,0,35,1500.0,695.0,110.0,42.86,Apartamento
10212,Apartamento,Recreio dos Bandeirantes,3,3,1,214,3000.0,900.0,450.0,14.02,Apartamento
10213,Apartamento,Usina,3,1,1,130,1600.0,720.0,128.0,12.31,Apartamento
10214,Apartamento,Madureira,2,0,0,62,650.0,343.0,0.0,10.48,Apartamento
10215,Apartamento,Copacabana,3,0,1,124,4000.0,1500.0,197.0,32.26,Apartamento
10216,Apartamento,São Conrado,3,2,1,157,5500.0,1791.0,554.0,35.03,Apartamento
10217,Apartamento,Flamengo,3,0,1,100,2500.0,782.0,0.0,25.0,Apartamento
10218,Apartamento,Barra da Tijuca,2,1,0,50,1150.0,490.0,0.0,23.0,Apartamento
10219,Apartamento,Barra da Tijuca,2,1,2,90,2500.0,990.0,0.0,27.78,Apartamento
10220,Apartamento,Recreio dos Bandeirantes,3,2,3,140,2600.0,830.0,200.0,18.57,Apartamento
10221,Apartamento,Vila Isabel,1,0,0,36,1000.0,480.0,20.0,27.78,Apartamento
10222,Apartamento,Copacabana,2,2,1,98,3900.0,760.0,261.0,39.8,Apartamento
10223,Apartamento,Méier,2,1,0,60,1300.0,549.0,39.0,21.67,Apartamento
10224,Apartamento,Copacabana,3,1,2,190,5500.0,2600.0,500.0,28.95,Apartamento
10225,Apartamento,Ipanema,3,0,0,95,3000.0,885.0,343.0,31.58,Apartamento
10226,Apartamento,Ipanema,3,2,1,117,6300.0,2200.0,387.0,53.85,Apartamento
10227,Apartamento,Engenho Novo,2,0,0,60,800.0,310.0,17.0,13.33,Apartamento
10228,Apartamento,Copacabana,3,1,0,80,2500.0,895.0,209.0,31.25,Apartamento
10229,Apartamento,Tanque,2,0,0,60,1100.0,435.0,0.0,18.33,Apartamento
10230,Apartamento,Copacabana,3,2,2,123,4200.0,1284.0,310.0,34.15,Apartamento
10231,Apartamento,Copacabana,2,0,1,60,2950.0,550.0,118.0,49.17,Apartamento
10232,Apartamento,Ipanema,3,1,1,125,4800.0,2107.0,348.0,38.4,Apartamento
10233,Apartamento,Pechincha,2,1,0,58,800.0,645.0,0.0,13.79,Apartamento
10234,Apartamento,Barra da Tijuca,4,2,2,134,3500.0,1400.0,4300.0,26.12,Apartamento
10235,Apartamento,Copacabana,1,0,0,40,2000.0,377.0,77.0,50.0,Apartamento
10236,Apartamento,Barra da Tijuca,4,3,4,148,1600.0,1766.0,0.0,10.81,Apartamento
10237,Apartamento,Copacabana,3,0,1,105,5200.0,837.0,1336.0,49.52,Apartamento
10238,Apartamento,Pavuna,2,1,0,50,600.0,275.0,0.0,12.0,Apartamento
10239,Apartamento,Encantado,2,0,0,70,700.0,395.0,16.0,10.0,Apartamento
10240,Apartamento,Flamengo,2,1,0,90,3500.0,980.0,200.0,38.89,Apartamento
10241,Apartamento,Campo Grande,2,1,0,67,700.0,270.0,0.0,10.45,Apartamento
10242,Apartamento,Ipanema,3,0,0,85,3800.0,1060.0,162.0,44.71,Apartamento
10243,Apartamento,Santa Teresa,2,0,0,66,1600.0,368.0,12.0,24.24,Apartamento
10244,Apartamento,Usina,2,1,0,90,1100.0,900.0,820.0,12.22,Apartamento
10245,Apartamento,Flamengo,2,0,1,65,2500.0,700.0,35.0,38.46,Apartamento
10246,Apartamento,Barra da Tijuca,3,2,3,125,7900.0,2400.0,673.0,63.2,Apartamento
10247,Apartamento,Barra da Tijuca,3,1,1,115,2600.0,1700.0,0.0,22.61,Apartamento
10248,Apartamento,Ipanema,2,0,0,65,3300.0,300.0,118.0,50.77,Apartamento
10249,Apartamento,Laranjeiras,1,1,0,36,1900.0,815.0,0.0,52.78,Apartamento
10250,Apartamento,Leme,2,0,0,75,2700.0,878.0,0.0,36.0,Apartamento
10251,Apartamento,Piedade,3,1,0,80,900.0,300.0,0.0,11.25,Apartamento
10252,Apartamento,Copacabana,3,1,1,161,4000.0,1300.0,3058.0,24.84,Apartamento
10253,Apartamento,Flamengo,3,0,0,164,3300.0,1258.0,0.0,20.12,Apartamento
10254,Apartamento,Recreio dos Bandeirantes,2,0,1,67,1900.0,420.0,15.0,28.36,Apartamento
10255,Apartamento,Riachuelo,2,2,1,68,1800.0,350.0,0.0,26.47,Apartamento
10256,Apartamento,Jardim Guanabara,2,1,0,75,1500.0,270.0,86.0,20.0,Apartamento
10257,Apartamento,Ipanema,3,0,1,140,7200.0,2900.0,500.0,51.43,Apartamento
10258,Apartamento,Recreio dos Bandeirantes,4,2,1,200,2950.0,1000.0,350.0,14.75,Apartamento
10259,Apartamento,Barra da Tijuca,3,1,1,80,1900.0,1015.0,179.0,23.75,Apartamento
10260,Apartamento,São Conrado,4,2,1,186,6000.0,1600.0,310.0,32.26,Apartamento
10261,Apartamento,Leblon,3,2,1,119,4000.0,1774.0,417.0,33.61,Apartamento
10262,Apartamento,Recreio dos Bandeirantes,2,2,1,113,2300.0,1005.0,258.0,20.35,Apartamento
10263,Apartamento,Leblon,2,1,0,95,5200.0,1200.0,0.0,54.74,Apartamento
10264,Apartamento,Alto da Boa Vista,3,1,1,150,1000.0,1630.0,0.0,6.67,Apartamento
10265,Apartamento,Copacabana,3,2,1,120,4500.0,1300.0,2300.0,37.5,Apartamento
10266,Apartamento,Barra da Tijuca,2,1,1,65,1400.0,1045.0,203.0,21.54,Apartamento
10267,Apartamento,Andaraí,2,0,0,60,1200.0,300.0,40.0,20.0,Apartamento
10268,Apartamento,Tijuca,3,2,0,80,2260.0,800.0,0.0,28.25,Apartamento
10269,Apartamento,Campinho,1,0,1,35,660.0,66.0,0.0,18.86,Apartamento
10270,Apartamento,Botafogo,2,0,0,70,2200.0,410.0,70.0,31.43,Apartamento
10271,Apartamento,Laranjeiras,2,1,1,95,3100.0,890.0,182.0,32.63,Apartamento
10272,Apartamento,Flamengo,2,1,0,100,3700.0,651.0,0.0,37.0,Apartamento
10273,Apartamento,Leblon,3,1,1,142,9000.0,1584.0,5293.0,63.38,Apartamento
10274,Apartamento,Ilha do Governador,2,1,0,57,1300.0,384.0,48.0,22.81,Apartamento
10275,Apartamento,Maracanã,3,1,3,150,3300.0,1070.0,142.0,22.0,Apartamento
10276,Apartamento,Barra da Tijuca,3,2,1,140,4500.0,1600.0,406.0,32.14,Apartamento
10277,Apartamento,Méier,1,0,0,67,800.0,430.0,0.0,11.94,Apartamento
10278,Apartamento,Ipanema,3,1,1,180,8500.0,1650.0,440.0,47.22,Apartamento
10279,Apartamento,Barra da Tijuca,4,2,2,170,4500.0,2200.0,400.0,26.47,Apartamento
10280,Apartamento,Barra da Tijuca,4,2,1,189,8000.0,2000.0,750.0,42.33,Apartamento
10281,Apartamento,Recreio dos Bandeirantes,2,2,1,87,1500.0,503.0,187.0,17.24,Apartamento
10282,Apartamento,Todos os Santos,2,1,1,90,1500.0,610.0,0.0,16.67,Apartamento
10283,Apartamento,Rio Comprido,2,1,1,50,1850.0,388.0,367.0,37.0,Apartamento
10284,Apartamento,Botafogo,2,1,1,70,3500.0,1720.0,325.0,50.0,Apartamento
10285,Apartamento,Recreio dos Bandeirantes,3,4,1,293,2900.0,1340.0,0.0,9.9,Apartamento
10286,Apartamento,Barra da Tijuca,4,2,0,140,4500.0,1500.0,0.0,32.14,Apartamento
10287,Apartamento,Barra da Tijuca,2,2,1,76,4000.0,1250.0,1500.0,52.63,Apartamento
10288,Apartamento,Copacabana,3,1,1,120,2900.0,1120.0,207.0,24.17,Apartamento
10289,Apartamento,Maracanã,2,1,0,80,2200.0,750.0,67.0,27.5,Apartamento
10290,Apartamento,Barra da Tijuca,2,1,1,106,2800.0,1500.0,250.0,26.42,Apartamento
10291,Apartamento,Copacabana,4,1,2,300,4500.0,3200.0,500.0,15.0,Apartamento
10292,Apartamento,Barra da Tijuca,2,1,0,72,1700.0,820.0,0.0,23.61,Apartamento
10293,Apartamento,Recreio dos Bandeirantes,3,1,2,110,1900.0,1200.0,210.0,17.27,Apartamento
10294,Apartamento,Centro,1,0,0,48,1300.0,335.0,21.0,27.08,Apartamento
10295,Apartamento,Recreio dos Bandeirantes,2,1,1,65,1900.0,594.0,0.0,29.23,Apartamento
10296,Apartamento,Ribeira,2,0,1,64,2000.0,300.0,0.0,31.25,Apartamento
10297,Apartamento,Méier,2,1,1,53,1200.0,696.0,335.0,22.64,Apartamento
10298,Apartamento,Leblon,3,2,3,182,8000.0,2800.0,0.0,43.96,Apartamento
10299,Apartamento,Jardim Botânico,3,1,1,120,4000.0,1200.0,210.0,33.33,Apartamento
10300,Apartamento,Gamboa,2,1,0,61,1100.0,401.0,0.0,18.03,Apartamento
10301,Apartamento,Recreio dos Bandeirantes,2,1,1,68,1600.0,590.0,170.0,23.53,Apartamento
10302,Apartamento,Vila Isabel,2,1,0,75,1600.0,650.0,75.0,21.33,Apartamento
10303,Apartamento,Engenho Novo,2,1,0,57,1200.0,495.0,339.0,21.05,Apartamento
10304,Apartamento,Ipanema,1,0,0,54,2300.0,444.0,0.0,42.59,Apartamento
10305,Apartamento,Barra da Tijuca,2,2,1,156,2950.0,1350.0,0.0,18.91,Apartamento
10306,Apartamento,Copacabana,2,2,1,100,3600.0,750.0,150.0,36.0,Apartamento
10307,Apartamento,Vila Isabel,2,1,0,80,1200.0,440.0,20.0,15.0,Apartamento
10308,Apartamento,Humaitá,3,2,1,120,3600.0,1300.0,233.0,30.0,Apartamento
10309,Apartamento,Copacabana,4,2,2,241,6300.0,2200.0,0.0,26.14,Apartamento
10310,Apartamento,Lagoa,1,0,0,110,4500.0,1200.0,200.0,40.91,Apartamento
10311,Apartamento,Copacabana,3,1,1,130,2500.0,1818.0,0.0,19.23,Apartamento
10312,Apartamento,Praça Seca,2,0,0,88,800.0,555.0,63.0,9.09,Apartamento
10313,Apartamento,Leblon,3,1,1,160,6500.0,2035.0,450.0,40.62,Apartamento
10314,Apartamento,Leblon,3,0,0,90,3000.0,1100.0,0.0,33.33,Apartamento
10315,Apartamento,Tijuca,4,2,1,150,3500.0,1360.0,368.0,23.33,Apartamento
10316,Apartamento,Tijuca,2,0,0,43,1500.0,300.0,0.0,34.88,Apartamento
10317,Apartamento,Copacabana,3,1,0,122,2700.0,1500.0,187.0,22.13,Apartamento
10318,Apartamento,Ipanema,3,1,0,110,4500.0,2520.0,600.0,40.91,Apartamento
10319,Apartamento,Olaria,2,1,0,73,1200.0,384.0,0.0,16.44,Apartamento
10320,Apartamento,Copacabana,3,1,0,129,5300.0,1850.0,308.0,41.09,Apartamento
10321,Apartamento,Cachambi,2,0,0,64,1100.0,690.0,12.0,17.19,Apartamento
10322,Apartamento,Tijuca,2,1,1,82,1800.0,798.0,132.0,21.95,Apartamento
10323,Apartamento,Cachambi,2,0,0,70,900.0,246.0,17.0,12.86,Apartamento
10324,Apartamento,Flamengo,1,0,0,45,2000.0,530.0,0.0,44.44,Apartamento
10325,Apartamento,Copacabana,3,1,0,130,3900.0,1600.0,329.0,30.0,Apartamento
10326,Apartamento,Tijuca,3,1,1,83,2300.0,1244.0,191.0,27.71,Apartamento
10327,Apartamento,Irajá,2,1,0,76,1200.0,20.0,12.0,15.79,Apartamento
10328,Apartamento,Ipanema,3,2,1,117,6300.0,2200.0,4500.0,53.85,Apartamento
10329,Apartamento,Copacabana,2,1,0,75,2600.0,1032.0,130.0,34.67,Apartamento
10330,Apartamento,Glória,2,1,0,67,2500.0,797.0,74.0,37.31,Apartamento
10331,Apartamento,Taquara,2,1,1,85,1000.0,720.0,120.0,11.76,Apartamento
10332,Apartamento,Jardim Oceânico,3,2,1,190,6500.0,1500.0,600.0,34.21,Apartamento
10333,Apartamento,Jacarepaguá,3,1,1,90,1200.0,400.0,60.0,13.33,Apartamento
10334,Apartamento,Copacabana,4,1,2,303,8500.0,2279.0,805.0,28.05,Apartamento
10335,Apartamento,Recreio dos Bandeirantes,2,1,1,85,2400.0,746.0,120.0,28.24,Apartamento
10336,Apartamento,Gávea,3,1,1,150,4500.0,1346.0,316.0,30.0,Apartamento
10337,Apartamento,Ipanema,2,1,1,160,4200.0,1500.0,400.0,26.25,Apartamento
10338,Apartamento,Copacabana,1,0,0,20,1100.0,400.0,0.0,55.0,Apartamento
10339,Apartamento,Barra da Tijuca,4,3,3,160,8500.0,2300.0,250.0,53.12,Apartamento
10340,Apartamento,Copacabana,3,1,0,140,3500.0,1300.0,330.0,25.0,Apartamento
10341,Apartamento,Rio Comprido,1,0,0,39,1200.0,250.0,15.0,30.77,Apartamento
10342,Apartamento,Jacarepaguá,3,1,1,85,2100.0,735.0,65.0,24.71,Apartamento
10343,Apartamento,Madureira,2,0,0,50,630.0,290.0,0.0,12.6,Apartamento
10344,Apartamento,Barra da Tijuca,4,2,1,158,5500.0,1870.0,0.0,34.81,Apartamento
10345,Apartamento,Freguesia (Jacarepaguá),1,1,0,49,950.0,430.0,35.0,19.39,Apartamento
10346,Apartamento,Copacabana,1,0,0,30,2250.0,650.0,55.0,75.0,Apartamento
10347,Apartamento,Botafogo,3,1,0,120,3600.0,1050.0,210.0,30.0,Apartamento
10348,Apartamento,Cachambi,2,1,0,70,1300.0,700.0,52.0,18.57,Apartamento
10349,Apartamento,Freguesia (Jacarepaguá),3,1,1,78,1800.0,850.0,121.0,23.08,Apartamento
