,Tipo,Bairro,Quartos,Vagas,Suites,Area,Valor,Condominio,IPTU,Valor m2,Tipo Agregado
4317,Apartamento,Recreio dos Bandeirantes,3,1,1,97,2650.0,875.0,205.0,27.32,Apartamento
4318,Apartamento,Copacabana,3,1,0,120,3500.0,1500.0,1200.0,29.17,Apartamento
4319,Apartamento,Lagoa,3,1,1,137,5500.0,1350.0,0.0,40.15,Apartamento
4320,Apartamento,Jardim Botânico,4,2,1,160,4500.0,2437.0,436.0,28.12,Apartamento
4321,Apartamento,Leblon,3,1,0,155,7000.0,2650.0,550.0,45.16,Apartamento
4322,Apartamento,Barra da Tijuca,4,3,2,237,7000.0,3400.0,580.0,29.54,Apartamento
4323,Apartamento,Ipanema,2,0,1,86,4500.0,760.0,260.0,52.33,Apartamento
4324,Apartamento,Tijuca,3,2,1,116,3500.0,1210.0,317.0,30.17,Apartamento
4325,Apartamento,Jacarepaguá,1,0,0,30,550.0,18.0,8.0,18.33,Apartamento
4326,Apartamento,Ipanema,3,1,1,100,3000.0,1340.0,160.0,30.0,Apartamento
4327,Apartamento,Barra da Tijuca,4,2,2,140,5500.0,1800.0,700.0,39.29,Apartamento
4328,Apartamento,Tijuca,3,0,1,75,2300.0,600.0,150.0,30.67,Apartamento
4329,Apartamento,Recreio dos Bandeirantes,4,3,3,246,3500.0,920.0,5118.0,14.23,Apartamento
4330,Apartamento,Recreio dos Bandeirantes,3,1,1,103,1700.0,1322.0,0.0,16.5,Apartamento
4331,Apartamento,Barra da Tijuca,1,1,1,73,1300.0,1015.0,149.0,17.81,Apartamento
4332,Apartamento,Ipanema,2,1,0,80,3600.0,1200.0,0.0,45.0,Apartamento
4333,Apartamento,Ipanema,3,2,1,130,5400.0,1600.0,530.0,41.54,Apartamento
4334,Apartamento,Barra da Tijuca,2,1,1,77,1200.0,1277.0,0.0,15.58,Apartamento
4335,Apartamento,Pechincha,2,0,0,53,1200.0,520.0,60.0,22.64,Apartamento
4336,Apartamento,Leblon,2,1,1,70,6000.0,2055.0,230.0,85.71,Apartamento
4337,Apartamento,Méier,2,0,0,49,1200.0,532.0,35.0,24.49,Apartamento
4338,Apartamento,Leblon,2,1,0,108,5000.0,1081.0,280.0,46.3,Apartamento
4339,Apartamento,Barra da Tijuca,2,1,1,70,3000.0,1000.0,500.0,42.86,Apartamento
4340,Apartamento,Copacabana,1,0,0,28,1100.0,450.0,54.0,39.29,Apartamento
4341,Apartamento,Ipanema,3,1,1,140,7500.0,1300.0,300.0,53.57,Apartamento
4342,Apartamento,Penha Circular,2,1,0,75,1300.0,490.0,0.0,17.33,Apartamento
4343,Apartamento,Recreio dos Bandeirantes,2,1,1,120,2000.0,1600.0,3500.0,16.67,Apartamento
4344,Apartamento,Tijuca,3,1,1,99,1800.0,710.0,0.0,18.18,Apartamento
4345,Apartamento,Bonsucesso,2,0,0,100,900.0,484.0,0.0,9.0,Apartamento
4346,Apartamento,São Cristóvão,2,1,0,65,1100.0,379.0,0.0,16.92,Apartamento
4347,Apartamento,Barra da Tijuca,3,2,1,172,2300.0,1600.0,450.0,13.37,Apartamento
4348,Apartamento,Ipanema,2,1,0,70,3000.0,900.0,205.0,42.86,Apartamento
4349,Apartamento,Catete,2,1,0,71,2200.0,725.0,109.0,30.99,Apartamento
4350,Apartamento,Pechincha,3,1,0,86,1000.0,670.0,84.0,11.63,Apartamento
4351,Apartamento,Barra da Tijuca,3,2,3,170,9000.0,1600.0,547.0,52.94,Apartamento
4352,Apartamento,Santa Teresa,2,1,0,80,1500.0,738.0,230.0,18.75,Apartamento
4353,Apartamento,Praça da Bandeira,1,0,0,38,1200.0,128.0,25.0,31.58,Apartamento
4354,Apartamento,Barra da Tijuca,3,2,2,148,4200.0,1800.0,600.0,28.38,Apartamento
4355,Apartamento,Botafogo,2,1,0,70,2600.0,700.0,0.0,37.14,Apartamento
4356,Apartamento,Barra da Tijuca,2,2,1,90,2800.0,1000.0,100.0,31.11,Apartamento
4357,Apartamento,Botafogo,1,0,0,40,2300.0,402.0,0.0,57.5,Apartamento
4358,Apartamento,Flamengo,3,1,2,160,3900.0,900.0,220.0,24.38,Apartamento
4359,Apartamento,Lagoa,3,1,1,135,4100.0,1734.0,623.0,30.37,Apartamento
4360,Apartamento,Barra da Tijuca,3,2,1,120,2900.0,1800.0,0.0,24.17,Apartamento
4361,Apartamento,Tijuca,3,0,1,110,2500.0,700.0,150.0,22.73,Apartamento
4362,Apartamento,Flamengo,2,0,0,75,3800.0,700.0,150.0,50.67,Apartamento
4363,Apartamento,Flamengo,4,2,1,300,5500.0,2500.0,0.0,18.33,Apartamento
4364,Apartamento,Ipanema,3,1,1,100,3300.0,1192.0,171.0,33.0,Apartamento
4365,Apartamento,Botafogo,3,1,0,115,3100.0,800.0,100.0,26.96,Apartamento
4366,Apartamento,Barra da Tijuca,2,1,1,89,3500.0,1015.0,0.0,39.33,Apartamento
4367,Apartamento,Copacabana,3,0,1,107,3100.0,780.0,210.0,28.97,Apartamento
4368,Apartamento,Barra da Tijuca,3,3,3,300,5000.0,1980.0,595.0,16.67,Apartamento
4369,Apartamento,Anil,2,1,1,55,1500.0,550.0,0.0,27.27,Apartamento
4370,Apartamento,Leblon,4,2,1,145,8500.0,1960.0,360.0,58.62,Apartamento
4371,Apartamento,Freguesia (Jacarepaguá),2,1,1,60,1200.0,450.0,10.0,20.0,Apartamento
4372,Apartamento,Botafogo,2,1,1,64,3800.0,980.0,210.0,59.38,Apartamento
4373,Apartamento,Lagoa,3,2,2,300,7900.0,2650.0,0.0,26.33,Apartamento
4374,Apartamento,Recreio dos Bandeirantes,3,2,2,225,3000.0,790.0,0.0,13.33,Apartamento
4375,Apartamento,Leblon,2,1,1,82,3300.0,1020.0,270.0,40.24,Apartamento
4376,Apartamento,Copacabana,4,1,2,230,4500.0,1400.0,250.0,19.57,Apartamento
4377,Apartamento,Botafogo,3,0,0,146,3000.0,850.0,0.0,20.55,Apartamento
4378,Apartamento,Leblon,3,3,1,166,8500.0,3500.0,500.0,51.2,Apartamento
4379,Apartamento,Barra da Tijuca,2,1,1,74,2600.0,1330.0,220.0,35.14,Apartamento
4380,Apartamento,Recreio dos Bandeirantes,3,3,1,111,1700.0,904.0,0.0,15.32,Apartamento
4381,Apartamento,Copacabana,2,0,0,80,2200.0,680.0,173.0,27.5,Apartamento
4382,Apartamento,Vila Isabel,2,1,0,75,1500.0,460.0,90.0,20.0,Apartamento
4383,Apartamento,Flamengo,1,0,0,30,1400.0,370.0,0.0,46.67,Apartamento
4384,Apartamento,Botafogo,1,0,0,60,2200.0,645.0,1100.0,36.67,Apartamento
4385,Apartamento,Botafogo,3,1,1,108,2800.0,1160.0,236.0,25.93,Apartamento
4386,Apartamento,Flamengo,3,1,1,152,3800.0,1338.0,0.0,25.0,Apartamento
4387,Apartamento,Botafogo,2,1,1,64,3350.0,917.0,152.0,52.34,Apartamento
4388,Apartamento,Recreio dos Bandeirantes,3,0,1,106,2500.0,780.0,250.0,23.58,Apartamento
4389,Apartamento,Ipanema,3,1,0,127,3800.0,1268.0,431.0,29.92,Apartamento
4390,Apartamento,São Cristóvão,2,1,0,53,900.0,689.0,0.0,16.98,Apartamento
4391,Apartamento,Freguesia (Jacarepaguá),1,1,0,50,1200.0,590.0,37.0,24.0,Apartamento
4392,Apartamento,Copacabana,3,1,1,140,5000.0,1400.0,200.0,35.71,Apartamento
4393,Apartamento,Tijuca,3,2,1,120,2580.0,926.0,187.0,21.5,Apartamento
4394,Apartamento,Barra da Tijuca,3,3,3,170,4900.0,1984.0,502.0,28.82,Apartamento
4395,Apartamento,Centro,1,0,0,30,800.0,400.0,0.0,26.67,Apartamento
4396,Apartamento,Ipanema,4,2,1,222,8000.0,2600.0,721.0,36.04,Apartamento
4397,Apartamento,Vila Isabel,2,1,0,80,1400.0,626.0,51.0,17.5,Apartamento
4398,Apartamento,Barra da Tijuca,3,2,1,109,3900.0,1554.0,317.0,35.78,Apartamento
4399,Apartamento,Barra da Tijuca,3,2,1,172,2300.0,1600.0,450.0,13.37,Apartamento
4400,Apartamento,Barra da Tijuca,2,1,2,80,2400.0,1300.0,1800.0,30.0,Apartamento
4401,Apartamento,Barra da Tijuca,2,2,1,67,1950.0,740.0,60.0,29.1,Apartamento
4402,Apartamento,Barra da Tijuca,3,2,1,119,3800.0,1580.0,370.0,31.93,Apartamento
4403,Apartamento,Jardim Botânico,3,2,1,110,4200.0,990.0,254.0,38.18,Apartamento
4404,Apartamento,Barra da Tijuca,3,2,3,100,3200.0,1500.0,262.0,32.0,Apartamento
4405,Apartamento,Ipanema,3,2,2,163,5500.0,2400.0,650.0,33.74,Apartamento
4406,Apartamento,Tijuca,3,1,1,81,1750.0,596.0,89.0,21.6,Apartamento
4407,Apartamento,Leblon,3,2,1,170,7200.0,2200.0,0.0,42.35,Apartamento
4408,Apartamento,Freguesia (Jacarepaguá),2,0,0,60,900.0,315.0,0.0,15.0,Apartamento
4409,Apartamento,Recreio dos Bandeirantes,4,2,2,320,4000.0,1140.0,450.0,12.5,Apartamento
4410,Apartamento,Catete,2,0,1,70,2300.0,579.0,76.0,32.86,Apartamento
4411,Apartamento,Praça da Bandeira,1,0,0,39,900.0,437.0,0.0,23.08,Apartamento
4412,Apartamento,Barra da Tijuca,3,2,1,220,7000.0,3300.0,810.0,31.82,Apartamento
4413,Apartamento,Recreio dos Bandeirantes,4,2,1,200,3800.0,800.0,0.0,19.0,Apartamento
4414,Apartamento,Ipanema,1,0,1,40,3500.0,750.0,50.0,87.5,Apartamento
4415,Apartamento,Vila da Penha,2,1,0,65,900.0,190.0,0.0,13.85,Apartamento
4416,Apartamento,Leblon,3,0,0,80,4000.0,1155.0,0.0,50.0,Apartamento
4417,Apartamento,Barra da Tijuca,3,2,1,127,4200.0,1890.0,486.0,33.07,Apartamento
4418,Apartamento,Barra da Tijuca,2,1,1,78,2100.0,890.0,140.0,26.92,Apartamento
4419,Apartamento,Lagoa,2,2,1,100,3600.0,750.0,150.0,36.0,Apartamento
4420,Apartamento,Barra da Tijuca,1,1,1,60,2900.0,2000.0,500.0,48.33,Apartamento
4421,Apartamento,Jacarepaguá,3,1,1,70,1500.0,530.0,74.0,21.43,Apartamento
4422,Apartamento,Barra da Tijuca,2,1,1,90,2800.0,1100.0,120.0,31.11,Apartamento
4423,Apartamento,Catete,1,0,1,36,1600.0,416.0,0.0,44.44,Apartamento
4424,Apartamento,Centro,0,0,0,48,2000.0,349.0,0.0,41.67,Apartamento
4425,Apartamento,Santa Teresa,1,0,0,49,660.0,235.0,14.0,13.47,Apartamento
4426,Apartamento,Leblon,3,1,1,150,6700.0,1900.0,350.0,44.67,Apartamento
4427,Apartamento,Barra da Tijuca,1,1,0,70,1800.0,967.0,214.0,25.71,Apartamento
4428,Apartamento,Barra da Tijuca,3,2,1,140,2300.0,1600.0,450.0,16.43,Apartamento
4429,Apartamento,Barra da Tijuca,2,1,1,100,2600.0,1700.0,233.0,26.0,Apartamento
4430,Apartamento,Jacarepaguá,2,1,0,44,700.0,272.0,13.0,15.91,Apartamento
4431,Apartamento,Glória,2,0,0,112,2300.0,782.0,194.0,20.54,Apartamento
4432,Apartamento,Flamengo,3,0,1,120,3000.0,977.0,150.0,25.0,Apartamento
4433,Apartamento,Laranjeiras,2,0,0,100,4000.0,650.0,120.0,40.0,Apartamento
4434,Apartamento,Jardim Guanabara,3,1,1,90,2000.0,380.0,998.0,22.22,Apartamento
4435,Apartamento,Glória,1,0,0,49,1400.0,477.0,242.0,28.57,Apartamento
4436,Apartamento,Urca,2,0,0,90,3500.0,500.0,68.0,38.89,Apartamento
4437,Apartamento,Estácio,2,1,0,72,1300.0,790.0,0.0,18.06,Apartamento
4438,Apartamento,Cachambi,3,1,1,84,1350.0,739.0,14.0,16.07,Apartamento
4439,Apartamento,Recreio dos Bandeirantes,3,2,1,70,2100.0,430.0,1100.0,30.0,Apartamento
4440,Apartamento,Recreio dos Bandeirantes,4,4,4,200,3500.0,1080.0,500.0,17.5,Apartamento
4441,Apartamento,Andaraí,2,2,1,88,1800.0,680.0,100.0,20.45,Apartamento
4442,Apartamento,Copacabana,4,1,1,130,5500.0,1200.0,0.0,42.31,Apartamento
4443,Apartamento,Barra da Tijuca,3,2,2,212,5500.0,1200.0,682.0,25.94,Apartamento
4444,Apartamento,Maracanã,3,1,1,81,2000.0,600.0,89.0,24.69,Apartamento
4445,Apartamento,Gávea,2,2,1,103,4500.0,1123.0,384.0,43.69,Apartamento
4446,Apartamento,Copacabana,3,1,0,200,8500.0,1600.0,800.0,42.5,Apartamento
4447,Apartamento,Lagoa,3,1,1,125,6000.0,1832.0,418.0,48.0,Apartamento
4448,Apartamento,Tijuca,2,1,0,69,1400.0,655.0,0.0,20.29,Apartamento
4449,Apartamento,Copacabana,2,0,0,56,2500.0,550.0,131.0,44.64,Apartamento
4450,Apartamento,Laranjeiras,3,1,1,114,3400.0,1400.0,232.0,29.82,Apartamento
4451,Apartamento,Barra da Tijuca,1,1,0,65,1600.0,915.0,235.0,24.62,Apartamento
4452,Apartamento,Ramos,2,1,0,64,1200.0,494.0,0.0,18.75,Apartamento
4453,Apartamento,Tijuca,1,1,0,65,1250.0,790.0,81.0,19.23,Apartamento
4454,Apartamento,Botafogo,1,1,0,62,2000.0,770.0,94.0,32.26,Apartamento
4455,Apartamento,Barra da Tijuca,2,1,1,95,2600.0,1800.0,280.0,27.37,Apartamento
4456,Apartamento,Flamengo,1,0,0,34,1800.0,418.0,56.0,52.94,Apartamento
4457,Apartamento,Copacabana,4,1,0,320,4500.0,1970.0,600.0,14.06,Apartamento
4458,Apartamento,Copacabana,2,1,0,127,2500.0,1131.0,252.0,19.69,Apartamento
4459,Apartamento,Tijuca,2,1,0,66,1300.0,583.0,0.0,19.7,Apartamento
4460,Apartamento,Botafogo,3,1,1,101,4800.0,1340.0,342.0,47.52,Apartamento
4461,Apartamento,Flamengo,2,1,0,109,3500.0,1319.0,155.0,32.11,Apartamento
4462,Apartamento,Botafogo,1,0,1,65,2400.0,507.0,76.0,36.92,Apartamento
4463,Apartamento,Flamengo,3,1,1,140,5200.0,700.0,250.0,37.14,Apartamento
4464,Apartamento,Tijuca,1,0,0,34,1400.0,228.0,24.0,41.18,Apartamento
4465,Apartamento,Leblon,1,2,0,130,8500.0,1920.0,356.0,65.38,Apartamento
4466,Apartamento,Botafogo,2,1,0,92,3300.0,850.0,280.0,35.87,Apartamento
4467,Apartamento,Glória,3,0,0,92,2500.0,470.0,0.0,27.17,Apartamento
4468,Apartamento,Humaitá,3,1,0,84,1800.0,1500.0,0.0,21.43,Apartamento
4469,Apartamento,Tijuca,1,1,0,48,1400.0,556.0,46.0,29.17,Apartamento
4470,Apartamento,Barra da Tijuca,1,1,0,70,2700.0,900.0,172.0,38.57,Apartamento
4471,Apartamento,Camorim,2,1,1,50,1100.0,450.0,0.0,22.0,Apartamento
4472,Apartamento,Freguesia (Jacarepaguá),4,3,2,261,2800.0,2532.0,4442.0,10.73,Apartamento
4473,Apartamento,Recreio dos Bandeirantes,3,3,3,191,3500.0,1350.0,788.0,18.32,Apartamento
4474,Apartamento,Lagoa,3,2,1,134,5000.0,1877.0,490.0,37.31,Apartamento
4475,Apartamento,Ipanema,3,1,1,125,5500.0,1680.0,222.0,44.0,Apartamento
4476,Apartamento,Centro,1,0,0,25,1000.0,321.0,24.0,40.0,Apartamento
4477,Apartamento,Copacabana,4,4,2,200,8000.0,2900.0,745.0,40.0,Apartamento
4478,Apartamento,Ipanema,3,1,1,120,5000.0,1871.0,774.0,41.67,Apartamento
4479,Apartamento,Copacabana,3,1,1,105,4000.0,1359.0,238.0,38.1,Apartamento
4480,Apartamento,Copacabana,1,0,0,35,1700.0,480.0,0.0,48.57,Apartamento
4481,Apartamento,Flamengo,4,1,1,290,9200.0,1800.0,845.0,31.72,Apartamento
4482,Apartamento,Recreio dos Bandeirantes,3,1,1,82,1400.0,861.0,0.0,17.07,Apartamento
4483,Apartamento,Barra da Tijuca,2,1,1,84,2700.0,1282.0,0.0,32.14,Apartamento
4484,Apartamento,Copacabana,2,0,0,100,2400.0,940.0,0.0,24.0,Apartamento
4485,Apartamento,Jardim Botânico,3,2,2,222,4900.0,1911.0,627.0,22.07,Apartamento
4486,Apartamento,Tijuca,1,0,1,70,1200.0,300.0,25.0,17.14,Apartamento
4487,Apartamento,Copacabana,3,2,1,275,8900.0,2122.0,750.0,32.36,Apartamento
4488,Apartamento,Jacarepaguá,2,1,0,50,1200.0,490.0,30.0,24.0,Apartamento
4489,Apartamento,Leblon,2,1,0,70,4200.0,1100.0,200.0,60.0,Apartamento
4490,Apartamento,Barra da Tijuca,4,3,4,206,8000.0,2700.0,4500.0,38.83,Apartamento
4491,Apartamento,Lagoa,1,1,0,50,3000.0,1600.0,380.0,60.0,Apartamento
4492,Apartamento,Cascadura,2,0,0,70,700.0,310.0,0.0,10.0,Apartamento
4493,Apartamento,Lapa,2,0,0,70,2000.0,430.0,0.0,28.57,Apartamento
4494,Apartamento,Gávea,2,1,0,90,4600.0,900.0,270.0,51.11,Apartamento
4495,Apartamento,Barra da Tijuca,3,1,1,92,3500.0,1200.0,0.0,38.04,Apartamento
4496,Apartamento,Leblon,3,2,1,170,7700.0,2400.0,0.0,45.29,Apartamento
4497,Apartamento,Copacabana,3,2,1,156,4970.0,1600.0,380.0,31.86,Apartamento
4498,Apartamento,Barra da Tijuca,2,1,1,72,2100.0,1200.0,230.0,29.17,Apartamento
4499,Apartamento,Barra da Tijuca,1,0,1,90,4000.0,3067.0,275.0,44.44,Apartamento
4500,Apartamento,Leblon,3,1,1,111,5500.0,1250.0,947.0,49.55,Apartamento
4501,Apartamento,Leblon,4,2,0,260,8500.0,3000.0,600.0,32.69,Apartamento
4502,Apartamento,Laranjeiras,2,2,1,149,3500.0,2416.0,400.0,23.49,Apartamento
4503,Apartamento,Botafogo,2,1,1,90,2000.0,1200.0,125.0,22.22,Apartamento
4504,Apartamento,Vila Isabel,2,0,0,52,1500.0,250.0,0.0,28.85,Apartamento
4505,Apartamento,Copacabana,4,1,1,160,3300.0,1600.0,0.0,20.62,Apartamento
4506,Apartamento,Rocha Miranda,1,1,0,35,699.0,99.0,0.0,19.97,Apartamento
4507,Apartamento,Centro,1,1,0,42,2400.0,600.0,150.0,57.14,Apartamento
4508,Apartamento,Recreio dos Bandeirantes,3,1,1,90,2100.0,750.0,1386.0,23.33,Apartamento
4509,Apartamento,Vila Isabel,2,0,0,71,1100.0,525.0,21.0,15.49,Apartamento
4510,Apartamento,Taquara,2,1,0,80,800.0,450.0,50.0,10.0,Apartamento
4511,Apartamento,Barra da Tijuca,4,2,1,140,5900.0,1300.0,570.0,42.14,Apartamento
4512,Apartamento,Barra da Tijuca,2,1,1,98,2900.0,1080.0,166.0,29.59,Apartamento
4513,Apartamento,Ilha do Governador,2,1,0,72,1500.0,650.0,0.0,20.83,Apartamento
4514,Apartamento,Copacabana,3,1,3,230,6500.0,2300.0,524.0,28.26,Apartamento
4515,Apartamento,Ipanema,2,0,1,65,3500.0,950.0,157.0,53.85,Apartamento
4516,Apartamento,Leblon,1,0,0,50,2000.0,948.0,151.0,40.0,Apartamento
4517,Apartamento,Ipanema,3,1,0,164,6000.0,1485.0,695.0,36.59,Apartamento
4518,Apartamento,Recreio dos Bandeirantes,3,2,2,100,2200.0,670.0,211.0,22.0,Apartamento
4519,Apartamento,Copacabana,3,0,0,125,2900.0,820.0,134.0,23.2,Apartamento
4520,Apartamento,Barra da Tijuca,2,1,0,100,2500.0,1715.0,339.0,25.0,Apartamento
4521,Apartamento,Barra da Tijuca,4,3,4,217,5950.0,2460.0,0.0,27.42,Apartamento
4522,Apartamento,Recreio dos Bandeirantes,2,1,1,85,1800.0,908.0,160.0,21.18,Apartamento
4523,Apartamento,Copacabana,1,0,1,35,2000.0,600.0,0.0,57.14,Apartamento
4524,Apartamento,Ipanema,3,1,0,120,5000.0,1700.0,0.0,41.67,Apartamento
4525,Apartamento,Botafogo,1,0,0,29,1200.0,366.0,53.0,41.38,Apartamento
4526,Apartamento,Recreio dos Bandeirantes,3,2,1,140,2900.0,1480.0,226.0,20.71,Apartamento
4527,Apartamento,Cachambi,3,2,1,70,2000.0,404.0,0.0,28.57,Apartamento
4528,Apartamento,Vila da Penha,2,0,0,49,1000.0,285.0,0.0,20.41,Apartamento
4529,Apartamento,Botafogo,2,1,1,80,3500.0,900.0,150.0,43.75,Apartamento
4530,Apartamento,Vila Valqueire,3,2,1,110,1700.0,650.0,110.0,15.45,Apartamento
4531,Apartamento,Ipanema,1,0,1,60,3200.0,675.0,90.0,53.33,Apartamento
4532,Apartamento,Jacarepaguá,2,1,0,47,1000.0,380.0,481.0,21.28,Apartamento
4533,Apartamento,Leblon,2,0,0,50,2800.0,770.0,81.0,56.0,Apartamento
4534,Apartamento,Flamengo,1,1,0,80,3300.0,1000.0,200.0,41.25,Apartamento
4535,Apartamento,Lagoa,2,0,1,68,4500.0,911.0,1767.0,66.18,Apartamento
4536,Apartamento,Rio Comprido,3,2,1,110,1900.0,890.0,86.0,17.27,Apartamento
4537,Apartamento,Botafogo,1,0,0,40,2380.0,390.0,54.0,59.5,Apartamento
4538,Apartamento,Copacabana,3,0,0,90,3800.0,900.0,102.0,42.22,Apartamento
4539,Apartamento,Leblon,4,2,1,145,8500.0,2120.0,480.0,58.62,Apartamento
4540,Apartamento,Pechincha,1,1,0,46,800.0,585.0,0.0,17.39,Apartamento
4541,Apartamento,Ipanema,3,0,1,180,5500.0,1850.0,307.0,30.56,Apartamento
4542,Apartamento,Portuguesa,2,1,0,58,1200.0,340.0,260.0,20.69,Apartamento
4543,Apartamento,Jardim Botânico,2,1,1,66,3400.0,818.0,0.0,51.52,Apartamento
4544,Apartamento,Barra da Tijuca,2,1,1,70,1500.0,1130.0,307.0,21.43,Apartamento
4545,Apartamento,Copacabana,3,1,0,104,3300.0,1200.0,175.0,31.73,Apartamento
4546,Apartamento,Catete,1,0,0,39,1580.0,595.0,24.0,40.51,Apartamento
4547,Apartamento,Copacabana,2,0,0,75,2750.0,800.0,35.0,36.67,Apartamento
4548,Apartamento,Barra da Tijuca,2,1,1,90,3500.0,2027.0,616.0,38.89,Apartamento
4549,Apartamento,Jardim Guanabara,2,1,0,65,1600.0,50500.0,97.0,24.62,Apartamento
4550,Apartamento,Recreio dos Bandeirantes,3,1,1,73,1500.0,984.0,115.0,20.55,Apartamento
4551,Apartamento,Ipanema,2,1,0,60,3600.0,956.0,199.0,60.0,Apartamento
4552,Apartamento,Tijuca,2,1,0,65,2000.0,592.0,0.0,30.77,Apartamento
4553,Apartamento,Méier,2,1,0,52,1000.0,300.0,0.0,19.23,Apartamento
4554,Apartamento,Barra da Tijuca,4,3,1,180,8000.0,2400.0,667.0,44.44,Apartamento
4555,Apartamento,Copacabana,2,1,0,70,2500.0,733.0,130.0,35.71,Apartamento
4556,Apartamento,Gávea,2,1,1,80,3900.0,983.0,212.0,48.75,Apartamento
4557,Apartamento,Recreio dos Bandeirantes,3,2,3,160,2600.0,1100.0,0.0,16.25,Apartamento
4558,Apartamento,Copacabana,1,0,0,44,1600.0,562.0,24.0,36.36,Apartamento
4559,Apartamento,Barra da Tijuca,2,2,1,130,3900.0,1895.0,0.0,30.0,Apartamento
4560,Apartamento,Lagoa,2,1,1,110,3200.0,870.0,218.0,29.09,Apartamento
4561,Apartamento,Copacabana,3,1,1,125,3795.0,1700.0,210.0,30.36,Apartamento
4562,Apartamento,Ipanema,4,1,2,200,8000.0,2500.0,0.0,40.0,Apartamento
4563,Apartamento,Barra da Tijuca,2,1,1,94,3000.0,1200.0,90.0,31.91,Apartamento
4564,Apartamento,Engenho de Dentro,2,0,0,90,1100.0,320.0,13.0,12.22,Apartamento
4565,Apartamento,Copacabana,3,0,2,200,6000.0,950.0,400.0,30.0,Apartamento
4566,Apartamento,Camorim,3,1,0,58,1000.0,402.0,34.0,17.24,Apartamento
4567,Apartamento,Santa Teresa,2,0,0,80,1800.0,627.0,0.0,22.5,Apartamento
4568,Apartamento,Cachambi,2,1,1,88,1400.0,460.0,0.0,15.91,Apartamento
4569,Apartamento,Barra da Tijuca,2,1,2,70,4000.0,1600.0,300.0,57.14,Apartamento
4570,Apartamento,Penha,2,1,0,60,750.0,280.0,0.0,12.5,Apartamento
4571,Apartamento,Barra da Tijuca,2,0,1,77,4700.0,3067.0,389.0,61.04,Apartamento
4572,Apartamento,Barra da Tijuca,3,2,3,127,5500.0,2600.0,565.0,43.31,Apartamento
4573,Apartamento,Barra da Tijuca,1,1,0,55,1800.0,1300.0,331.0,32.73,Apartamento
4574,Apartamento,Vila Isabel,2,1,1,69,1500.0,661.0,109.0,21.74,Apartamento
4575,Apartamento,Praça Seca,3,0,0,48,800.0,300.0,0.0,16.67,Apartamento
4576,Apartamento,Barra da Tijuca,2,1,1,88,2750.0,1110.0,268.0,31.25,Apartamento
4577,Apartamento,Barra da Tijuca,4,2,2,246,8000.0,1800.0,450.0,32.52,Apartamento
4578,Apartamento,Gávea,2,1,1,86,4500.0,950.0,250.0,52.33,Apartamento
4579,Apartamento,Leblon,2,1,1,115,6900.0,1200.0,220.0,60.0,Apartamento
4580,Apartamento,Penha Circular,3,1,2,80,1500.0,650.0,656.0,18.75,Apartamento
4581,Apartamento,Recreio dos Bandeirantes,3,1,1,85,3000.0,830.0,173.0,35.29,Apartamento
4582,Apartamento,Campo Grande,2,1,0,65,900.0,308.0,0.0,13.85,Apartamento
4583,Apartamento,Laranjeiras,3,1,0,120,3000.0,1003.0,130.0,25.0,Apartamento
4584,Apartamento,Ipanema,3,1,1,130,7000.0,2000.0,400.0,53.85,Apartamento
4585,Apartamento,Recreio dos Bandeirantes,3,2,2,103,2500.0,500.0,250.0,24.27,Apartamento
4586,Apartamento,Copacabana,1,0,0,40,2600.0,490.0,250.0,65.0,Apartamento
4587,Apartamento,Barra da Tijuca,3,2,1,160,4000.0,2000.0,0.0,25.0,Apartamento
4588,Apartamento,Engenho de Dentro,2,1,0,50,1100.0,500.0,150.0,22.0,Apartamento
4589,Apartamento,Tijuca,3,0,0,80,1700.0,500.0,50.0,21.25,Apartamento
4590,Apartamento,Centro,1,0,0,20,1000.0,216.0,21.0,50.0,Apartamento
4591,Apartamento,Engenho Novo,3,0,0,55,800.0,785.0,14.0,14.55,Apartamento
4592,Apartamento,Leblon,4,3,1,180,8000.0,1800.0,500.0,44.44,Apartamento
4593,Apartamento,Catete,1,1,0,48,1900.0,725.0,0.0,39.58,Apartamento
4594,Apartamento,Barra da Tijuca,4,4,2,216,9500.0,3893.0,12000.0,43.98,Apartamento
4595,Apartamento,Barra da Tijuca,2,1,0,85,1800.0,1152.0,235.0,21.18,Apartamento
4596,Apartamento,Recreio dos Bandeirantes,5,2,4,330,4200.0,1200.0,9600.0,12.73,Apartamento
4597,Apartamento,Ipanema,2,1,0,90,5500.0,1400.0,300.0,61.11,Apartamento
4598,Apartamento,Praça da Bandeira,1,0,0,35,1090.0,450.0,25.0,31.14,Apartamento
4599,Apartamento,Barra da Tijuca,3,2,3,146,6500.0,3100.0,0.0,44.52,Apartamento
4600,Apartamento,Ipanema,1,0,0,35,1300.0,798.0,82.0,37.14,Apartamento
4601,Apartamento,Centro,3,1,0,100,2400.0,650.0,66.0,24.0,Apartamento
4602,Apartamento,Ramos,1,0,0,45,600.0,240.0,0.0,13.33,Apartamento
4603,Apartamento,Flamengo,3,2,1,300,6500.0,2500.0,775.0,21.67,Apartamento
4604,Apartamento,São Francisco Xavier,2,1,0,53,1600.0,427.0,67.0,30.19,Apartamento
4605,Apartamento,Freguesia (Jacarepaguá),3,2,2,96,2100.0,800.0,120.0,21.88,Apartamento
